TweetID,UserID,Gender
1667389813849485316-,3485971-,female
1667202995141120001-,3485971-,female
1667202621848047616-,3485971-,female
1666875200418484224-,3485971-,female
1666835477671084032-,3485971-,female
1666581708966363136-,3485971-,female
1666504094314561537-,3485971-,female
1665814901074305024-,3485971-,female
1665393842361597954-,3485971-,female
1665223595554144257-,3485971-,female
1665191381093191680-,3485971-,female
1664531022707572737-,3485971-,female
1664529875540254722-,3485971-,female
1664499797976559617-,3485971-,female
1664493318171168768-,3485971-,female
1664482395800879105-,3485971-,female
1664460256393695232-,3485971-,female
1664385270459031552-,3485971-,female
1664136204777041929-,3485971-,female
1664118756682133505-,3485971-,female
1664047434480386048-,3485971-,female
1664047035375579136-,3485971-,female
1663984885965676547-,3485971-,female
1663977101001895936-,3485971-,female
1663974565935206402-,3485971-,female
1663970031649312768-,3485971-,female
1663944166034866176-,3485971-,female
1663943937365786624-,3485971-,female
1663942418184691712-,3485971-,female
1663941047221886982-,3485971-,female
1663707774969323520-,3485971-,female
1663306077306503168-,3485971-,female
1662897992309907462-,3485971-,female
1662897815348195328-,3485971-,female
1662611248142508032-,3485971-,female
1662280471970213888-,3485971-,female
1661915902160556034-,3485971-,female
1661892094984880128-,3485971-,female
1661548648289939456-,3485971-,female
1661473011911000066-,3485971-,female
1660787924932399104-,3485971-,female
1660787433515151360-,3485971-,female
1659755007519117312-,3485971-,female
1659749098352934913-,3485971-,female
1659391670436376576-,3485971-,female
1659063421227376640-,3485971-,female
1659004630272184320-,3485971-,female
1658928792008794112-,3485971-,female
1658519310720184320-,3485971-,female
1658183361582755840-,3485971-,female
1657842326352572417-,3485971-,female
1657524150188253184-,3485971-,female
1657238027696246784-,3485971-,female
1657231403447353347-,3485971-,female
1656499598222065665-,3485971-,female
1656304619818188801-,3485971-,female
1656126403199528960-,3485971-,female
1655426019606577152-,3485971-,female
1655057553280348160-,3485971-,female
1654566162813054977-,3485971-,female
1654338657497800707-,3485971-,female
1654338446440411137-,3485971-,female
1654331287426174977-,3485971-,female
1654326039127138306-,3485971-,female
1654300368929685507-,3485971-,female
1654274546713903105-,3485971-,female
1654247611564691456-,3485971-,female
1653071748395577344-,3485971-,female
1652348186626002946-,3485971-,female
1651709952929701889-,3485971-,female
1651709605301600256-,3485971-,female
1651295232250740736-,3485971-,female
1651028949475160064-,3485971-,female
1649152633150779393-,3485971-,female
1648879544982462464-,3485971-,female
1648866227782053893-,3485971-,female
1648056845779750912-,3485971-,female
1647242561923448833-,3485971-,female
1647063085524594688-,3485971-,female
1646534368016625667-,3485971-,female
1646312205523259393-,3485971-,female
1644841554014793734-,3485971-,female
1644566898301112323-,3485971-,female
1644546879357882369-,3485971-,female
1644513006028746752-,3485971-,female
1321509451459907592-,24813522-,female
1316577534637727744-,24813522-,female
1305717267011964937-,24813522-,female
1277621059211182080-,24813522-,female
1268871678806953985-,24813522-,female
1242484556957171712-,24813522-,female
1241527669008797698-,24813522-,female
1241524959404527616-,24813522-,female
1236826070315401216-,24813522-,female
1146014295374925824-,24813522-,female
1143894546381791233-,24813522-,female
1134882548306403329-,24813522-,female
1124450948548562944-,24813522-,female
1124448045490372609-,24813522-,female
1110399530971918336-,24813522-,female
1100259259336540160-,24813522-,female
1100215865147047936-,24813522-,female
1100213853353324544-,24813522-,female
1084294898805817345-,24813522-,female
1082415778434039809-,24813522-,female
1080869504916303873-,24813522-,female
1054416623283642368-,24813522-,female
1050428172179820545-,24813522-,female
1049505503339040768-,24813522-,female
1046475361423429632-,24813522-,female
1036694110042771456-,24813522-,female
1033543377109889024-,24813522-,female
1031315956792995840-,24813522-,female
1011240266324463616-,24813522-,female
1008205742770442240-,24813522-,female
1007108119321890818-,24813522-,female
998915328339070976-,24813522-,female
997137078482882561-,24813522-,female
995336037722443776-,24813522-,female
989902604359602182-,24813522-,female
981541148123717633-,24813522-,female
968182915610923009-,24813522-,female
967840643547582464-,24813522-,female
949109473364402176-,24813522-,female
947193739960901640-,24813522-,female
946053472755027969-,24813522-,female
945736215780904960-,24813522-,female
941323149576204289-,24813522-,female
940390096163016704-,24813522-,female
940229673652338688-,24813522-,female
934274778105511936-,24813522-,female
929894791638409221-,24813522-,female
929726895360528389-,24813522-,female
929066561037578241-,24813522-,female
928319714673287168-,24813522-,female
928070777362149377-,24813522-,female
924785609583087616-,24813522-,female
920814496121225216-,24813522-,female
920467915232694274-,24813522-,female
920455775419498497-,24813522-,female
920453397463076866-,24813522-,female
920449148721213440-,24813522-,female
919642111871475712-,24813522-,female
917941091453800454-,24813522-,female
916091105862709248-,24813522-,female
916089061324050432-,24813522-,female
916088063440359424-,24813522-,female
916087506600374273-,24813522-,female
916086700866265089-,24813522-,female
916069690253959168-,24813522-,female
911354581803728896-,24813522-,female
911040922477056000-,24813522-,female
907236096412712960-,24813522-,female
901866638038978561-,24813522-,female
899018712174428160-,24813522-,female
898359724168675330-,24813522-,female
897965121405943808-,24813522-,female
897279767476621312-,24813522-,female
897270932544212992-,24813522-,female
896505234532556803-,24813522-,female
894774702354202624-,24813522-,female
893309983735111681-,24813522-,female
892153427635163141-,24813522-,female
890956168876744705-,24813522-,female
890752310493810688-,24813522-,female
890413534605176832-,24813522-,female
890252098692141056-,24813522-,female
889279239438168064-,24813522-,female
888145433733849088-,24813522-,female
885579534619299841-,24813522-,female
881551561956130816-,24813522-,female
880227732193464320-,24813522-,female
879150715683340289-,24813522-,female
878202857740267521-,24813522-,female
874443863284428801-,24813522-,female
872182960694448129-,24813522-,female
871845461669425153-,24813522-,female
871114421829066753-,24813522-,female
866766688599109632-,24813522-,female
866368954813566977-,24813522-,female
865378933671329792-,24813522-,female
838861890830893057-,2193169563-,female
838860673715224577-,2193169563-,female
838859691409145858-,2193169563-,female
838859442720485376-,2193169563-,female
838859362919723009-,2193169563-,female
838859279130054657-,2193169563-,female
838859125341753344-,2193169563-,female
838859055485562881-,2193169563-,female
838858261134786561-,2193169563-,female
838858185314349056-,2193169563-,female
838858086517518340-,2193169563-,female
838857613643243522-,2193169563-,female
838857515781787650-,2193169563-,female
838857257311948800-,2193169563-,female
838857087711133696-,2193169563-,female
838856887877644290-,2193169563-,female
838856689151528960-,2193169563-,female
838856641487515649-,2193169563-,female
716095736283148288-,2193169563-,female
713351656243638272-,2193169563-,female
713036380742361090-,2193169563-,female
713034163733995521-,2193169563-,female
712187130756247552-,2193169563-,female
710885388693311488-,2193169563-,female
710885356346867712-,2193169563-,female
710885326017826816-,2193169563-,female
699182761043750912-,2193169563-,female
699180294386118656-,2193169563-,female
699177176919363584-,2193169563-,female
699177048481406976-,2193169563-,female
1662937943219007488-,26082423-,female
1637510552002936833-,26082423-,female
1590890845993340928-,26082423-,female
1499896469272375300-,26082423-,female
1499888547289051142-,26082423-,female
1490556410895249409-,26082423-,female
1407502448927952897-,26082423-,female
1398683754131038209-,26082423-,female
1376224357807181824-,26082423-,female
1341915349751635969-,26082423-,female
1336386914581090311-,26082423-,female
1326332585421762560-,26082423-,female
1325955234645110786-,26082423-,female
1325530664578453504-,26082423-,female
1321651709136031744-,26082423-,female
1319678739156971523-,26082423-,female
1314365883696009217-,26082423-,female
1313664309344509952-,26082423-,female
1309458656321302528-,26082423-,female
1308516288084480003-,26082423-,female
1306999494387601410-,26082423-,female
1303380790160621569-,26082423-,female
1293268104177385478-,26082423-,female
1283431715332128771-,26082423-,female
1282757707741765635-,26082423-,female
1278790205521223690-,26082423-,female
1278789848137175041-,26082423-,female
1277924481407881217-,26082423-,female
1276955573637058561-,26082423-,female
1275887003939287045-,26082423-,female
1274150684598902785-,26082423-,female
1273801711669391361-,26082423-,female
1273719079434629125-,26082423-,female
1273352042241810449-,26082423-,female
1272855956813209600-,26082423-,female
1272357740162232321-,26082423-,female
1272356717293187072-,26082423-,female
1269812847992856576-,26082423-,female
1269811123026644998-,26082423-,female
1269809398572032005-,26082423-,female
1269636771987492865-,26082423-,female
1268369530843267073-,26082423-,female
1267979649935646720-,26082423-,female
1267973605377347588-,26082423-,female
1267970948457730053-,26082423-,female
1267439012182208513-,26082423-,female
1267086812109049856-,26082423-,female
1266561085903114241-,26082423-,female
1266459791381221376-,26082423-,female
1265444906040004608-,26082423-,female
1265414450082971651-,26082423-,female
1263612386654793729-,26082423-,female
1258499870622715905-,26082423-,female
1251874145362743296-,26082423-,female
1226524696616873986-,26082423-,female
1216162491660668928-,26082423-,female
1212527602411245569-,26082423-,female
1208753695460143105-,26082423-,female
1207280469412392961-,26082423-,female
1206963362535485441-,26082423-,female
1206954884374904833-,26082423-,female
1200212134010990592-,26082423-,female
1200179489101230080-,26082423-,female
1199899147370938368-,26082423-,female
1197370511271059461-,26082423-,female
1191181286335025153-,26082423-,female
1187172324916768768-,26082423-,female
1181302583190790144-,26082423-,female
1181030014311112705-,26082423-,female
1180146684673904640-,26082423-,female
1180126928029851649-,26082423-,female
1180119824099348480-,26082423-,female
1177393880918102019-,26082423-,female
1177308656347598848-,26082423-,female
1170306464998666241-,26082423-,female
1168728660267937794-,26082423-,female
1167994704115298305-,26082423-,female
1167975568505065472-,26082423-,female
1167438399717949441-,26082423-,female
1158470309047128069-,26082423-,female
1158043830534512640-,26082423-,female
1157143097345622022-,26082423-,female
1157128334607822849-,26082423-,female
1153009422337265670-,26082423-,female
1150186374856957952-,26082423-,female
1148085956756594688-,26082423-,female
1671360512049684482-,561509448-,female
1671355623999434757-,561509448-,female
1671345052960841729-,561509448-,female
1670844532869545987-,561509448-,female
1670831017425346560-,561509448-,female
1670828685253832704-,561509448-,female
1670828082238828544-,561509448-,female
1670825169651204099-,561509448-,female
1670824631698071553-,561509448-,female
1670816365920264192-,561509448-,female
1670812842914721794-,561509448-,female
1670812266302693376-,561509448-,female
1670811631381626880-,561509448-,female
1670810180307542016-,561509448-,female
1670810096308219908-,561509448-,female
1670809896198066181-,561509448-,female
1670808247261904901-,561509448-,female
1670806363524538370-,561509448-,female
1670515733602660352-,561509448-,female
1670507430076203014-,561509448-,female
1670505212824485893-,561509448-,female
1670499028721606656-,561509448-,female
1670356496142458882-,561509448-,female
1670354982254567424-,561509448-,female
1670354206555795457-,561509448-,female
1670212196473643010-,561509448-,female
1670211797075329024-,561509448-,female
1670211439779364864-,561509448-,female
1670162362676936705-,561509448-,female
1670148031004438532-,561509448-,female
1670078115790438404-,561509448-,female
1670065821526249476-,561509448-,female
1669906077498867716-,561509448-,female
1669904159498203136-,561509448-,female
1669899663560916994-,561509448-,female
1669884628000284675-,561509448-,female
1669883919360053249-,561509448-,female
1669883718553554949-,561509448-,female
1669837154271330304-,561509448-,female
1669808990488780801-,561509448-,female
1669644459301126144-,561509448-,female
1669392596601274368-,561509448-,female
1669373869029769218-,561509448-,female
1669373758727913479-,561509448-,female
1669149270597857280-,561509448-,female
1669075322019491841-,561509448-,female
1669066682193551377-,561509448-,female
1669065071941525506-,561509448-,female
1669064934481600519-,561509448-,female
1669064266769375254-,561509448-,female
1668949094524411904-,561509448-,female
1668948620458991618-,561509448-,female
1668810076478423045-,561509448-,female
1668646224109371394-,561509448-,female
1668645966595993600-,561509448-,female
1668645840020287489-,561509448-,female
1668644088508293123-,561509448-,female
1668589010803912706-,561509448-,female
1668587372395524097-,561509448-,female
1668513782685990913-,561509448-,female
1668477856454787072-,561509448-,female
1668473810083893248-,561509448-,female
1668433713053532160-,561509448-,female
1668433038039040002-,561509448-,female
1668423097765056512-,561509448-,female
1668293551657041920-,561509448-,female
1668286090023673857-,561509448-,female
1668286065969446912-,561509448-,female
1668282702632562688-,561509448-,female
1668279284807483393-,561509448-,female
1668278987796144128-,561509448-,female
1668275071356420100-,561509448-,female
1668274059124133894-,561509448-,female
1668273909492228103-,561509448-,female
1668273331408187395-,561509448-,female
1668273005636591618-,561509448-,female
1668261074599137281-,561509448-,female
1668260980088881153-,561509448-,female
1668260586956759040-,561509448-,female
1668259667250651136-,561509448-,female
1668169741175779330-,561509448-,female
1668169268700102656-,561509448-,female
1668168257654738944-,561509448-,female
1668167648054476807-,561509448-,female
1668167151226703872-,561509448-,female
1668166560085688320-,561509448-,female
1668165677893427201-,561509448-,female
1668165393045700611-,561509448-,female
1668165297063206913-,561509448-,female
1668165189676552192-,561509448-,female
1668070017273942017-,561509448-,female
793742886206476288-,1241067637-,female
793742435876691968-,1241067637-,female
793740522422624256-,1241067637-,female
793738292743155712-,1241067637-,female
793737631053950976-,1241067637-,female
793734330925260801-,1241067637-,female
793718030412845057-,1241067637-,female
793716441346301952-,1241067637-,female
793714841210920960-,1241067637-,female
793714803168600064-,1241067637-,female
793712953061060608-,1241067637-,female
793712271734083584-,1241067637-,female
793709531838582784-,1241067637-,female
793707463065219072-,1241067637-,female
793702831077232640-,1241067637-,female
793693212758020096-,1241067637-,female
793691543936696320-,1241067637-,female
793689912742600704-,1241067637-,female
793689878953197568-,1241067637-,female
793688066611253248-,1241067637-,female
793684735557902336-,1241067637-,female
793682768441913344-,1241067637-,female
793682768391569409-,1241067637-,female
793678078438313984-,1241067637-,female
793668376140709889-,1241067637-,female
793667209671299072-,1241067637-,female
793666846205415424-,1241067637-,female
793665149462654976-,1241067637-,female
793663491454316544-,1241067637-,female
793660319914532864-,1241067637-,female
793658243855757312-,1241067637-,female
793658243855724549-,1241067637-,female
793653744994877441-,1241067637-,female
793643959339749376-,1241067637-,female
793642602042056704-,1241067637-,female
793641253850132480-,1241067637-,female
793641063177003008-,1241067637-,female
793639296104214530-,1241067637-,female
793637708841177088-,1241067637-,female
793636008482836480-,1241067637-,female
793634172820566016-,1241067637-,female
793634172355039232-,1241067637-,female
793629312603738112-,1241067637-,female
793620019678547968-,1241067637-,female
793618652570394624-,1241067637-,female
793616848579276800-,1241067637-,female
793616764777009153-,1241067637-,female
793613433933402112-,1241067637-,female
793611936420106240-,1241067637-,female
793609942783500288-,1241067637-,female
793609942733234178-,1241067637-,female
793599279776399360-,1241067637-,female
793594610249375744-,1241067637-,female
793593402851852289-,1241067637-,female
793591738078081024-,1241067637-,female
793591623082881024-,1241067637-,female
793588425966313472-,1241067637-,female
793586863600574465-,1241067637-,female
793584303892344832-,1241067637-,female
793584294958510080-,1241067637-,female
793572693555548162-,1241067637-,female
793567894332248069-,1241067637-,female
793567008562352129-,1241067637-,female
793565430614937600-,1241067637-,female
793565039462486017-,1241067637-,female
793561435926171650-,1241067637-,female
793557601812295680-,1241067637-,female
793557601174720512-,1241067637-,female
793540390649466880-,1241067637-,female
793539529693016064-,1241067637-,female
793537793997672448-,1241067637-,female
793537200562384896-,1241067637-,female
793534478970859520-,1241067637-,female
793533597881733120-,1241067637-,female
793518166185955328-,1241067637-,female
793513181494652928-,1241067637-,female
793512317203820544-,1241067637-,female
793510540748259330-,1241067637-,female
793509643448225792-,1241067637-,female
793506711235469312-,1241067637-,female
793506423971774464-,1241067637-,female
793504381907775488-,1241067637-,female
793501575473881088-,1241067637-,female
793501573078933504-,1241067637-,female
793490464045355009-,1241067637-,female
793485395975507970-,1241067637-,female
793482630419230720-,1241067637-,female
793481640127234048-,1241067637-,female
793478930766241792-,1241067637-,female
793478741762543616-,1241067637-,female
793474049846317056-,1241067637-,female
793474010789011457-,1241067637-,female
793464802978897920-,1241067637-,female
793457786675793921-,1241067637-,female
793455920613240832-,1241067637-,female
793455011229421569-,1241067637-,female
793452379844653057-,1241067637-,female
793451874355548162-,1241067637-,female
793449477017247744-,1241067637-,female
793446777428946944-,1241067637-,female
1670102559229345795-,97117181-,female
1668792842058186754-,97117181-,female
1667366908989960192-,97117181-,female
1661842569628622866-,97117181-,female
1661842299687452673-,97117181-,female
1658243786881875970-,97117181-,female
1652096461549494278-,97117181-,female
1651978670653816837-,97117181-,female
1651961191877472259-,97117181-,female
1646840402614386690-,97117181-,female
1646330835065356291-,97117181-,female
1639670684325408768-,97117181-,female
1639366868044509185-,97117181-,female
1618799792729239553-,97117181-,female
1610113591180668929-,97117181-,female
1594520926774648833-,97117181-,female
1576220738289557507-,97117181-,female
1576219858739396611-,97117181-,female
1575633968468152321-,97117181-,female
1573461373140475904-,97117181-,female
1569495827399458819-,97117181-,female
1565742718554357761-,97117181-,female
1561893203049152512-,97117181-,female
1557190343061299200-,97117181-,female
1557007745404092416-,97117181-,female
1556244302128365568-,97117181-,female
1553040364566724610-,97117181-,female
1553040280038920194-,97117181-,female
1553039827691573248-,97117181-,female
1548371608279982082-,97117181-,female
1538548849354080258-,97117181-,female
1537280245748977664-,97117181-,female
1535091694944890880-,97117181-,female
1535090810101932034-,97117181-,female
1533542951938318343-,97117181-,female
1532556295366221825-,97117181-,female
1526655813732941829-,97117181-,female
1520456141108563969-,97117181-,female
1515110443534229517-,97117181-,female
1515109916914110468-,97117181-,female
1515109687359909894-,97117181-,female
1515086672739934213-,97117181-,female
1510083089774616576-,97117181-,female
1508982765861187586-,97117181-,female
1508563491904499713-,97117181-,female
1508553237292589067-,97117181-,female
1504187001175748613-,97117181-,female
1500552979606298624-,97117181-,female
1493081525000228868-,97117181-,female
1493058498971770889-,97117181-,female
1491228661508235265-,97117181-,female
1489427822145847304-,97117181-,female
1488716117216534535-,97117181-,female
1487100737750540296-,97117181-,female
1485614192191234053-,97117181-,female
1485597082203443204-,97117181-,female
1483824892256694277-,97117181-,female
1483524623522320384-,97117181-,female
1483294443486814210-,97117181-,female
